963	2	0
765	3	0
95	6	1
95	4	0
742	1	1
440	9	1
96	2	1
587	10	1
118	4	0
316	8	0
290	9	1
731	6	1
864	1	1
480	2	1
756	7	0
898	0	1
493	4	0
630	0	0
928	8	0
742	4	1
52	9	0
602	3	1
136	0	0
742	0	0
668	5	1
974	9	0
190	2	0
4	1	0
199	4	1
875	9	0
455	3	0
370	1	1
664	4	0
264	4	0
448	4	0
567	2	1
855	4	0
264	9	0
246	5	1
538	2	1
588	9	1
736	5	0
448	0	1
914	4	0
412	4	0
234	10	0
480	0	0
200	7	1
991	7	0
401	8	1
587	8	1
989	7	1
506	7	0
55	6	1
766	4	0
804	8	1
956	1	1
902	1	1
538	4	1
68	2	0
959	0	0
770	4	1
906	9	0
534	5	1
5	1	0
517	8	0
904	3	0
223	7	0
968	4	0
275	0	0
743	5	1
336	7	1
678	7	0
245	2	1
264	6	0
725	3	0
730	1	0
451	3	0
264	5	0
608	2	1
69	4	1
241	5	0
431	7	0
621	5	1
768	0	1
653	8	0
378	3	0
595	3	0
891	0	1
612	9	1
534	2	1
111	9	0
754	10	1
102	0	1
12	8	0
93	8	1
343	2	1
720	5	1
666	6	1
891	7	1
371	1	0
56	6	1
27	5	1
890	5	0
411	10	1
533	2	1
31	6	1
932	3	1
663	4	0
205	9	0
294	1	0
814	4	1
657	10	1
728	3	1
885	2	1
168	9	1
440	5	0
642	2	1
837	1	1
492	8	1
315	0	0
235	10	0
731	2	1
79	10	1
425	7	1
368	3	0
152	8	1
370	10	0
144	5	1
42	2	0
587	7	0
942	3	1
925	1	0
421	8	0
169	6	1
935	5	0
437	4	0
551	8	1
534	10	1
240	2	1
380	1	0
270	10	0
24	9	1
872	9	1
917	3	1
910	2	0
767	1	0
268	0	0
480	6	0
936	7	1
806	4	0
785	7	0
242	3	1
629	7	0
748	2	0
1	2	1
318	4	1
59	8	1
329	2	1
312	0	1
892	3	1
60	9	0
385	2	1
894	0	1
846	5	0
906	2	0
404	4	0
377	8	1
452	3	1
303	0	0
509	9	0
269	7	0
288	9	1
758	6	0
110	7	1
283	9	1
163	2	1
373	3	1
196	1	1
501	10	1
806	9	0
391	4	1
883	2	1
74	1	0
723	1	0
107	10	0
630	9	1
305	0	0
87	2	1
304	7	0
6	9	0
185	5	0
659	3	1
664	6	1
468	3	0
47	8	0
688	4	1
325	6	0
917	9	0
33	4	0
373	6	1
492	0	1
229	5	0
187	1	1
207	8	1
78	3	1
627	10	1
538	6	0
107	9	1
166	3	1
350	7	1
405	0	0
870	10	0
107	7	1
407	5	0
337	9	0
720	5	0
109	0	1
699	9	1
222	1	0
783	8	0
677	3	0
865	8	1
208	3	1
887	3	0
220	5	0
316	1	0
189	1	0
662	1	1
744	0	0
650	8	1
708	8	1
905	5	0
236	6	0
235	9	1
753	1	1
107	9	1
2	1	0
367	2	1
227	4	0
164	10	1
646	8	1
504	4	0
333	10	0
44	5	1
683	1	1
790	7	0
412	9	0
261	8	0
477	7	1
267	2	0
150	3	1
703	10	1
262	3	1
227	8	0
679	0	1
514	9	0
265	2	1
336	9	1
5	8	0
461	10	0
465	2	0
586	7	0
519	3	1
280	6	0
588	1	1
42	8	1
914	5	1
929	9	1
788	10	0
217	3	0
765	0	1
38	4	1
445	7	1
352	5	1
381	7	1
719	8	0
520	7	1
747	5	1
967	3	0
915	1	0
145	5	0
248	4	0
379	5	0
875	1	1
998	1	1
888	0	1
627	10	1
109	1	1
310	0	0
441	7	0
985	1	1
408	4	0
428	3	0
261	8	1
488	7	1
859	4	1
412	8	1
562	2	0
385	8	1
17	6	0
811	5	0
910	6	1
199	4	1
536	3	1
741	9	1
54	9	1
536	6	1
742	8	1
927	8	1
439	9	0
642	9	0
853	8	1
493	2	1
969	8	0
878	9	0
248	0	0
371	3	0
9	5	1
408	8	0
957	3	0
595	1	1
304	5	1
378	0	1
215	1	0
292	1	1
708	9	0
3	3	0
744	5	0
628	7	1
124	8	1
506	10	1
574	10	0
305	10	1
844	5	0
984	7	1
921	7	0
594	2	1
456	3	1
110	4	1
147	5	1
737	0	0
521	10	1
699	3	0
965	8	1
870	0	1
53	8	1
183	2	1
614	7	1
900	10	1
864	6	1
892	8	0
528	10	1
575	6	1
807	6	1
490	1	1
707	5	1
455	9	1
600	4	1
972	2	1
423	6	0
165	3	1
474	10	1
693	10	1
521	8	0
964	1	0
892	2	0
547	8	0
74	9	1
279	7	1
447	8	0
284	3	0
764	9	0
270	1	1
207	7	1
709	3	0
344	10	0
794	2	1
619	3	1
562	7	1
385	9	0
468	10	0
817	4	0
96	1	1
926	8	1
260	8	0
562	9	1
75	0	1
211	9	0
308	3	1
175	5	1
530	6	1
444	8	0
311	9	0
212	4	1
84	6	0
816	4	0
184	10	1
572	9	1
275	4	0
836	4	0
177	8	1
695	6	0
631	10	1
514	3	0
31	2	0
139	0	0
864	2	0
158	1	0
39	5	1
328	3	0
557	2	0
135	10	0
466	3	0
484	9	0
504	5	0
52	6	1
868	5	1
784	6	0
419	4	1
792	6	1
674	2	1
53	4	0
218	6	1
175	4	0
881	10	0
960	4	1
961	4	1
986	6	1
701	9	0
35	1	0
290	4	0
711	4	0
686	1	1
148	7	0
163	4	0
43	5	1
711	6	0
931	5	0
751	9	0
841	6	0
610	6	0
630	6	0
385	8	0
319	0	1
483	6	1
13	4	1
634	6	1
99	0	1
381	1	1
309	0	1
222	6	1
499	5	1
8	0	0
251	8	1
304	5	0
538	4	1
599	2	1
119	4	1
234	3	0
884	2	0
782	2	1
783	6	1
834	10	0
169	6	0
365	0	1
80	6	0
386	3	0
972	5	0
782	0	0
694	6	0
652	1	0
309	4	0
639	1	1
216	1	0
991	0	0
741	4	0
495	8	1
738	3	0
497	0	0
351	7	0
90	2	1
746	1	1
917	4	0
794	2	0
336	3	1
70	9	0
414	6	1
683	5	1
37	1	0
266	0	1
60	10	1
802	5	0
883	0	1
894	8	0
986	10	1
313	4	1
844	4	0
93	9	1
778	3	1
352	1	0
721	9	0
512	0	1
124	4	1
983	3	0
99	8	1
459	0	0
270	6	0
775	2	0
744	6	1
271	8	0
390	5	0
725	2	1
755	4	1
918	9	0
66	6	0
472	0	0
80	9	1
322	0	0
527	6	1
665	1	0
125	6	0
522	7	1
687	6	0
703	3	0
651	5	1
77	3	0
20	5	1
675	7	1
306	5	0
785	1	0
252	4	1
956	2	1
475	3	1
571	7	1
86	10	0
200	5	1
528	6	1
881	4	1
752	6	0
97	10	1
604	1	0
427	0	0
966	6	1
550	5	1
14	0	0
90	2	0
241	7	1
4	3	1
392	10	1
397	2	0
845	2	0
709	9	1
288	10	1
968	2	1
498	6	1
137	0	0
934	9	1
623	3	0
485	4	1
846	8	1
281	7	1
200	1	0
431	8	0
455	4	1
197	7	1
655	10	0
427	5	1
113	6	0
149	9	1
36	6	1
370	3	0
490	4	1
419	0	1
732	0	1
33	10	1
819	1	1
238	10	0
856	8	1
351	7	1
1	6	1
630	4	0
943	6	0
145	2	0
197	0	1
555	8	1
924	3	1
680	7	0
884	4	0
96	2	1
243	6	0
526	9	0
245	5	1
151	1	0
41	1	1
396	6	1
759	3	1
425	9	1
885	0	0
684	9	1
444	3	1
97	9	0
773	4	1
402	3	1
987	6	1
465	1	0
663	0	0
934	4	0
94	2	1
981	8	0
255	10	0
953	10	1
640	7	0
530	0	1
528	1	0
683	3	0
510	6	1
282	5	0
75	4	1
436	4	0
433	6	1
690	1	1
750	4	1
107	10	0
584	0	1
326	8	1
593	3	0
256	9	0
290	0	1
573	0	1
730	10	0
453	0	1
283	9	1
377	5	1
780	1	1
919	1	1
845	7	0
149	4	1
988	10	1
148	2	1
925	5	1
244	10	0
975	6	0
373	10	1
260	10	1
869	1	0
63	10	1
521	6	0
899	7	1
827	6	0
945	9	1
973	6	1
768	7	0
202	6	1
899	3	1
627	7	1
783	8	1
610	7	0
253	7	0
664	10	1
841	6	1
474	8	1
679	7	0
743	3	1
3	10	1
213	4	0
12	9	0
143	10	0
129	7	0
743	3	0
830	8	0
935	2	1
383	4	1
362	0	1
193	6	0
538	0	1
822	1	1
196	8	0
783	10	1
735	7	1
165	7	1
990	9	1
436	3	0
254	5	0
879	7	0
828	8	1
754	6	0
536	0	0
101	2	0
762	10	0
779	5	1
572	7	1
545	4	1
170	6	1
477	8	1
722	7	1
909	7	0
264	7	1
513	4	1
684	0	1
921	5	0
194	6	0
988	10	1
653	4	0
466	2	1
68	1	1
635	8	0
840	1	1
422	8	1
286	3	0
643	8	1
421	4	1
533	0	0
750	7	1
503	0	1
281	1	1
233	6	1
822	7	0
422	9	0
222	8	1
698	5	0
98	5	1
833	9	1
2	1	0
384	6	1
546	5	0
280	4	1
88	6	1
683	3	1
720	0	1
154	2	0
322	10	0
971	0	0
188	3	1
428	1	1
192	2	1
237	7	1
490	0	0
468	3	0
593	10	1
700	6	0
663	3	0
443	1	1
610	8	0
100	7	1
979	2	0
689	0	0
381	6	1
500	9	1
900	4	0
853	9	0
767	4	0
61	1	1
983	6	0
633	0	1
676	10	0
452	3	0
964	5	0
762	7	0
984	10	1
570	0	0
22	9	1
76	4	0
5	1	1
604	10	0
798	6	0
134	5	0
270	2	1
925	10	0
525	7	0
654	0	1
396	8	0
874	8	0
942	10	1
509	0	1
296	0	0
806	5	0
454	6	0
306	7	1
722	10	1
551	6	1
973	7	0
884	5	1
704	10	1
235	4	0
639	6	0
116	6	1
865	1	0
652	10	0
178	5	0
539	7	0
539	1	1
528	8	0
139	6	1
960	7	1
821	2	0
27	0	1
844	8	0
884	10	1
948	3	0
57	6	1
422	3	0
